captured_at,search_term,advertiser,ad_library_id,started_running,ad_copy,cta,landing_page_url,ad_library_url,score,first_view_status,first_view_h1,first_view_cta,first_view_proof,notes,lp_capture_status,lp_page_title,lp_page_height_px,lp_screen_count,lp_screenshots_dir,lp_pdf_path,lp_capture_error
2026-07-28,生成AI 業務改善,広告運用は完全自動化で成果が出る,1000527086302367,2026/07/23,Meta広告運用は、すでに人間が手を動かすフェーズを終えました 。クリエイティブの自動生成から、入稿、テスト、分析、予算調整、改善の実行まで、運用業務の99%はAI単体で完結します 。人間がやることは、上がってきた成果を「確認」してボタンを1タップするだけ 。人間がほぼ何もしなくても、裏では最高峰のパフォーマンスが24時間回り続ける――その完全自動運用の全貌を、無料オンラインセミナーで特別に公開します 。,詳細を表示,https://milestone-corporation.jp/meta-claude/fb/,https://www.facebook.com/ads/library/?id=1000527086302367,10,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,Meta広告×Claude完全自動運用セミナー,6448,8,output/lp-screens/lp-22-milestone-corporation-jp-1000527086302367,output/lp-pdfs/lp-22-milestone-corporation-jp-1000527086302367.pdf,
2026-07-28,生成AI 業務改善,広告運用は完全自動化で成果が出る,1932533587428638,2026/07/24,Meta広告運用は、すでに人間が手を動かすフェーズを終えました 。クリエイティブの自動生成から、入稿、テスト、分析、予算調整、改善の実行まで、運用業務の99%はAI単体で完結します 。人間がやることは、上がってきた成果を「確認」してボタンを1タップするだけ 。人間がほぼ何もしなくても、裏では最高峰のパフォーマンスが24時間回り続ける――その完全自動運用の全貌を、無料オンラインセミナーで特別に公開します 。,詳細を表示,https://milestone-corporation.jp/meta-claude/fb/,https://www.facebook.com/ads/library/?id=1932533587428638,10,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,Meta広告×Claude完全自動運用セミナー,6448,8,output/lp-screens/lp-22-milestone-corporation-jp-1000527086302367,output/lp-pdfs/lp-22-milestone-corporation-jp-1000527086302367.pdf,
2026-07-28,AI 活用 診断,Shigoto AI,1501612848235830,2026/04/15,🧑‍🎓明日からの仕事で実践できるAIスクールNo.1✨ この体験動画では ✅明日からすぐに仕事で使えるAIの使い方 ✅自分の仕事でAIを使って成果を上げる3つのアプローチ ✅AIスキルを学び取り残されず時代をリードする２つの未来 これらを2時間でマスターできます。 未来のキャリアを一緒に作りましょう‼️,Learn More,https://shigoto-ai.com/lp/ait_ad02?utm_source=meta&utm_medium=CPM&utm_campaign=C1_movie01&utm_content=C1_movie128_ait02,https://www.facebook.com/ads/library/?id=1501612848235830,9,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,シゴトAI - AIスクール・動画講座,19622,22,output/lp-screens/lp-23-shigoto-ai-com-1501612848235830,output/lp-pdfs/lp-23-shigoto-ai-com-1501612848235830.pdf,
2026-07-28,AI 活用 診断,ラングローブ株式会社,1330809649193607,2026/06/29,16の質問に答えるだけで、あなたの経営思想にマッチする戦国武将とAI活用スタイルがわかる。,詳細を表示,https://bushou-shindan.jp/?utm_source=facebook&utm_medium=cpc&utm_campaign=bushou_kakucho_2026-05&utm_content=bushou-h2d,https://www.facebook.com/ads/library/?id=1330809649193607,9,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,AI × 戦国武将タイプ診断 | あなたはどの武将？,3549,4,output/lp-screens/lp-24-bushou-shindan-jp-1357887553213849,output/lp-pdfs/lp-24-bushou-shindan-jp-1357887553213849.pdf,
2026-07-28,AI 活用 診断,ラングローブ株式会社,1357887553213849,2026/06/29,16の質問に答えるだけで、あなたの経営思想にマッチする戦国武将とAI活用スタイルがわかる。,詳細を表示,https://bushou-shindan.jp/?utm_source=facebook&utm_medium=cpc&utm_campaign=bushou_kakucho_2026-05&utm_content=bushou-h2d,https://www.facebook.com/ads/library/?id=1357887553213849,9,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,AI × 戦国武将タイプ診断 | あなたはどの武将？,3549,4,output/lp-screens/lp-24-bushou-shindan-jp-1357887553213849,output/lp-pdfs/lp-24-bushou-shindan-jp-1357887553213849.pdf,
2026-07-28,AI 活用 診断,リッチフローアカデミー,26603958105966996,2026/05/26,無料診断であなたに最適なAI自動化プランをご提案（月10名限定）,詳細を表示,https://ut.rich-flow-automation-funnel-academy.com/p/RFA_opt?ftid=YavpL2vsqRaP,https://www.facebook.com/ads/library/?id=26603958105966996,9,not_rendered_batch,,,,Meta Ad Libraryの広告情報。成果指標（CV/CPA）は広告ライブラリから取得不可。,complete,,9180,11,output/lp-screens/lp-25-ut-rich-flow-automation-funnel-academy-com-26603958105966996,output/lp-pdfs/lp-25-ut-rich-flow-automation-funnel-academy-com-26603958105966996.pdf,
2026-07-28,AIコンサルティング,PwC Japanグループ,1346352280971244,2026-07-16,生成AIとALMによるソフトウェア開発の変革を専門解説へ誘導,記事を読む,https://www.pwc.com/jp/ja/knowledge/column/engineering-chain-dx-generative-ai-and-alm.html?utm_source=meta&utm_medium=paid-social,https://www.facebook.com/ads/library/?id=1346352280971244,legacy_capture,not_rendered_batch,,,,同日取得済みの補充レコード。広告コピー要約と遷移先を保存。成果指標は未取得。,complete,製造業の未来を切り開くエンジニアリングチェーンのDX 第4回 生成AIとALMによる高速のソフトウェア開発 | PwC Japanグループ,15229,17,output/lp-screens/lp-26-pwc-com-1346352280971244,output/lp-pdfs/lp-26-pwc-com-1346352280971244.pdf,
2026-07-28,AI コンサル,RPA Robo-Pat DX,1329589688664626,2026-06-26,自動化できる業務を無料診断。250業務の診断シート、導入効果、1900社実績、継続率98%,1分で無料ダウンロード,https://fce-pat.co.jp/ad/download/automationworks,https://www.facebook.com/ads/library/?id=1329589688664626,legacy_capture,not_rendered_batch,,,,同日取得済みの補充レコード。広告コピー要約と遷移先を保存。成果指標は未取得。,complete,RPA自動化対象業務 診断シート,1263,2,output/lp-screens/lp-27-fce-pat-co-jp-1329589688664626,output/lp-pdfs/lp-27-fce-pat-co-jp-1329589688664626.pdf,
2026-07-28,AIコンサルティング,アジアクエスト株式会社,1478298100973786,2026-04-20,要件定義前から企画・コンサル・設計・導入後運用まで伴走。上場企業の実績を提示,詳しくはこちら,https://www.asia-quest.jp/service/modernization/application-system/lp?utm_source=meta&utm_medium=snsad&utm_campaign=System_AT&utm_content=bannerB2,https://www.facebook.com/ads/library/?id=1478298100973786,legacy_capture,not_rendered_batch,,,,同日取得済みの補充レコード。広告コピー要約と遷移先を保存。成果指標は未取得。,complete,【アジアクエスト公式】システム開発サービス │ アジアクエスト株式会社,17588,20,output/lp-screens/lp-28-asia-quest-jp-1478298100973786,output/lp-pdfs/lp-28-asia-quest-jp-1478298100973786.pdf,
2026-07-28,AI コンサル,クオンツ総研ホールディングス,1328135136168969,2026-07-09,独自AIで成長戦略と出口戦略を支援。M&A・ITコンサル・DX支援をまとめて提示,詳しくはこちらから,https://quants-souken.co.jp/group_company,https://www.facebook.com/ads/library/?id=1328135136168969,legacy_capture,not_rendered_batch,,,,同日取得済みの補充レコード。広告コピー要約と遷移先を保存。成果指標は未取得。,complete,グループ会社一覧 | クオンツ総研ホールディングス,3856,5,output/lp-screens/lp-29-quants-souken-co-jp-1328135136168969,output/lp-pdfs/lp-29-quants-souken-co-jp-1328135136168969.pdf,
2026-07-28,AI研修 企業,グロービス経営大学院,1450044673482974,2026-02-25,AI時代のリーダー向けMBA。最新カリキュラムと先進性を訴求,体験クラスを見る,https://mba.globis.ac.jp/trial-class/lp/article-2-tmba/,https://www.facebook.com/ads/library/?id=1450044673482974,legacy_capture,not_rendered_batch,,,,同日取得済みの補充レコード。広告コピー要約と遷移先を保存。成果指標は未取得。,complete,20代・30代に選ばれているビジネススクール「グロービス経営大学院」,20912,24,output/lp-screens/lp-30-mba-globis-ac-jp-1450044673482974,output/lp-pdfs/lp-30-mba-globis-ac-jp-1450044673482974.pdf,
2026-07-28,AIコンサルティング,メンタルヘルステクノロジーズ,848897063757936,2024-10-20,AI時代の人的資本経営カンファレンス。経営・人事・労務・産業医を対象に専門テーマを提示,イベント詳細を見る,http://www.avenir-executive.co.jp/lp/ai-conference/,https://www.facebook.com/ads/library/?id=848897063757936,legacy_capture,not_rendered_batch,,,,同日取得済みの補充レコード。広告コピー要約と遷移先を保存。成果指標は未取得。,complete,,11535,13,output/lp-screens/lp-31-avenir-executive-co-jp-848897063757936,output/lp-pdfs/lp-31-avenir-executive-co-jp-848897063757936.pdf,
2026-07-28,AI コンサル,志師塾 先生業ビジネススクール,2020193342231942,2026-04-04,AI時代に専門性を守るためのAI伴走士。複数領域のマップと無料リリースを提示,無料で内容を見る,https://ug.44jyuku.com/p/aib-seminar,https://www.facebook.com/ads/library/?id=2020193342231942,legacy_capture,not_rendered_batch,,,,同日取得済みの補充レコード。広告コピー要約と遷移先を保存。成果指標は未取得。,complete,AI伴走士オンラインセミナー,10137,12,output/lp-screens/lp-32-ug-44jyuku-com-2020193342231942,output/lp-pdfs/lp-32-ug-44jyuku-com-2020193342231942.pdf,
